Modelo,AUC_media,AUC_DE,Brier_media,Brier_DE,DE_prediccion,Convergencia_pct,Repeticiones_validas,Estado,Replica,Prevalencia_observada,Escenario,n,p,Prevalencia,Correlacion
CART,0.5346821097883597,0.1904714983844634,0.4120179336036049,0.14404284580732693,0.3338368322946826,100.0,100,Dominado,37,0.5333333333333333,6,30,10,0.5,0.5
Logit,,,,,,0.0,0,No evaluable,38,0.4666666666666667,6,30,10,0.5,0.5
Firth,0.720303902116402,0.16523280771570428,0.2855452734429994,0.11055730298581727,0.2244474318636748,100.0,100,Dominado,38,0.4666666666666667,6,30,10,0.5,0.5
Elastic Net,0.7799753590325018,0.1640372395591729,0.2291080405383013,0.09098423217313589,0.15925599725174264,100.0,100,No dominado,38,0.4666666666666667,6,30,10,0.5,0.5
CART,0.5801945153061224,0.1602169575431188,0.37214896660863517,0.1203182974254844,0.31003693736625165,100.0,100,No dominado,38,0.4666666666666667,6,30,10,0.5,0.5
Logit,0.6200899470899471,0.16282583517777063,0.3755433080708147,0.11489170147070135,0.274169186641931,30.0,30,No dominado,39,0.5666666666666667,6,30,10,0.5,0.5
Firth,0.5104655895691611,0.1676125193907226,0.3993993210148254,0.1229007551785777,0.26535469910100945,100.0,100,No dominado,39,0.5666666666666667,6,30,10,0.5,0.5
Elastic Net,0.5067450113378685,0.1485213413225246,0.3322933543458619,0.0753355039025642,0.1920958516807205,100.0,100,No dominado,39,0.5666666666666667,6,30,10,0.5,0.5
CART,0.49188072562358265,0.1618637672835346,0.4407625527232043,0.13125704083635734,0.34532537114747536,100.0,100,Dominado,39,0.5666666666666667,6,30,10,0.5,0.5
Logit,0.8661111111111109,0.1103065478723423,0.20354109446305807,0.130259218059087,0.16081044321009147,10.0,10,No dominado,40,0.4,6,30,10,0.5,0.5
Firth,0.6115682256235828,0.19501998268518891,0.32931740389779995,0.1231104935502443,0.23935308243175477,100.0,100,Dominado,40,0.4,6,30,10,0.5,0.5
Elastic Net,0.634273611111111,0.17816967574827583,0.2780208706988767,0.07876461729722448,0.16868841446758312,100.0,100,No dominado,40,0.4,6,30,10,0.5,0.5
CART,0.5417206727135299,0.1706931501030334,0.3829081403215601,0.11029542698673997,0.30340547644028765,100.0,100,No dominado,40,0.4,6,30,10,0.5,0.5
Logit,,,,,,0.0,0,No evaluable,41,0.4666666666666667,6,30,10,0.5,0.5
Firth,0.7478420634920634,0.17666109384912906,0.26056665047530275,0.10336949680935927,0.21105759785264028,100.0,100,Dominado,41,0.4666666666666667,6,30,10,0.5,0.5
Elastic Net,0.8417381613756614,0.12129965472468876,0.19856678019487353,0.07377605532355348,0.1318011327290214,100.0,100,No dominado,41,0.4666666666666667,6,30,10,0.5,0.5
CART,0.6875233134920635,0.1471143079644592,0.3116276753529209,0.10380313784398248,0.2592017621997927,100.0,100,Dominado,41,0.4666666666666667,6,30,10,0.5,0.5
Logit,0.45381403318903313,0.176530178894271,0.40562353192841466,0.10382972106721876,0.2801391806233501,34.0,34,No dominado,42,0.7,6,30,10,0.5,0.5
Firth,0.3951067219817219,0.18250130117458283,0.4012116036029816,0.11514266708716879,0.2580010901444237,100.0,100,No dominado,42,0.7,6,30,10,0.5,0.5
Elastic Net,0.4590363455988456,0.20033189873655302,0.2945498571235249,0.07568582381439497,0.17047278972441432,100.0,100,No dominado,42,0.7,6,30,10,0.5,0.5
CART,0.48531035052910054,0.17432274145997403,0.36087695335659326,0.10283065602476528,0.29283686331243497,100.0,100,No dominado,42,0.7,6,30,10,0.5,0.5
Logit,0.7740079365079365,0.20941612041349653,0.24352434280449323,0.16978739664715126,0.17786261269491957,6.0,6,Dominado,43,0.43333333333333335,6,30,10,0.5,0.5
Firth,0.694892791005291,0.1803263157662168,0.27265966434065836,0.13668957928146203,0.21265964815831853,100.0,100,Dominado,43,0.43333333333333335,6,30,10,0.5,0.5
Elastic Net,0.8335801587301588,0.12875203063667506,0.17632072806044288,0.07364279127725577,0.1358989210591623,100.0,100,No dominado,43,0.43333333333333335,6,30,10,0.5,0.5
CART,0.6519819444444444,0.1501204947642319,0.30746887695689695,0.11291618540820064,0.2802712422011419,100.0,100,Dominado,43,0.43333333333333335,6,30,10,0.5,0.5
Logit,0.665248447204969,0.12870622299671103,0.3474824925217884,0.10063385750129933,0.24665260910908246,23.0,23,No dominado,44,0.5333333333333333,6,30,10,0.5,0.5
Firth,0.5335846182917612,0.20449585478266163,0.3837762955767381,0.12862150050382481,0.2533733966824831,100.0,100,Dominado,44,0.5333333333333333,6,30,10,0.5,0.5
Elastic Net,0.577832171201814,0.1816266943999167,0.3105268974072538,0.07471962410102709,0.18404604650916742,100.0,100,No dominado,44,0.5333333333333333,6,30,10,0.5,0.5
CART,0.5219719529478458,0.16072582762695914,0.4241273910670529,0.12085245498641622,0.33274907210717725,100.0,100,Dominado,44,0.5333333333333333,6,30,10,0.5,0.5
Logit,1.0,0.0,0.10119445596910281,0.04047723624546526,0.13231655502434186,3.0,3,No dominado,45,0.6,6,30,10,0.5,0.5
Firth,0.5974748591355734,0.1911435402535592,0.3366167206053304,0.10480135016084653,0.2478714186221714,100.0,100,Dominado,45,0.6,6,30,10,0.5,0.5
Elastic Net,0.7382637944066517,0.12942031722182326,0.2420457297486128,0.07333155432507804,0.159837239687785,100.0,100,Dominado,45,0.6,6,30,10,0.5,0.5
CART,0.6279774238988525,0.16060676462905704,0.3196350135612529,0.10671404084264897,0.2891811230388609,100.0,100,Dominado,45,0.6,6,30,10,0.5,0.5
Logit,,,,,,0.0,0,No evaluable,46,0.4666666666666667,6,30,10,0.5,0.5
Firth,0.7315093203386854,0.15697092271195104,0.2707557372390516,0.09738743290583952,0.21073299501288253,100.0,99,Dominado,46,0.4666666666666667,6,30,10,0.5,0.5
Elastic Net,0.8539553223084968,0.09594971536717178,0.18920571734649214,0.06501017460341968,0.13149852262742637,100.0,99,No dominado,46,0.4666666666666667,6,30,10,0.5,0.5
CART,0.7258636105957536,0.12952970410083842,0.27589035366389264,0.1071583931727108,0.2537484971968574,100.0,99,Dominado,46,0.4666666666666667,6,30,10,0.5,0.5
Logit,0.5780318740399387,0.18529857378149547,0.384450576243135,0.1332748718103684,0.2633597406154146,31.0,31,No dominado,47,0.43333333333333335,6,30,10,0.5,0.5
Firth,0.49255855064247916,0.19362054928246625,0.41127391059429547,0.1338939265200376,0.26530150750633047,100.0,100,Dominado,47,0.43333333333333335,6,30,10,0.5,0.5
Elastic Net,0.49487806122448985,0.17280147606753873,0.33024504533086274,0.08489074553368343,0.19267801255802244,100.0,100,No dominado,47,0.43333333333333335,6,30,10,0.5,0.5
CART,0.5226713151927438,0.16397282171133706,0.40665507332827316,0.11763688131922155,0.32691725794293053,100.0,100,No dominado,47,0.43333333333333335,6,30,10,0.5,0.5
Logit,0.5523250360750361,0.18906501164964706,0.48509607353222606,0.16426526439956438,0.3299075279519444,22.0,22,No dominado,48,0.4666666666666667,6,30,10,0.5,0.5
Firth,0.5157152082044939,0.1678258908525506,0.41674729407951633,0.10154184550323032,0.2722918511536483,100.0,100,No dominado,48,0.4666666666666667,6,30,10,0.5,0.5
Elastic Net,0.5153189170617744,0.14767014584976437,0.34661651009048855,0.07961284082031704,0.20178514821241372,100.0,100,No dominado,48,0.4666666666666667,6,30,10,0.5,0.5
CART,0.47264681122448976,0.1552140725066949,0.45530234629657107,0.12267987965338432,0.35038886804460667,100.0,100,Dominado,48,0.4666666666666667,6,30,10,0.5,0.5
Logit,0.7952380952380952,0.13358819180100515,0.19455939366862932,0.08011372355730625,0.10876870468310915,3.0,3,No dominado,49,0.5666666666666667,6,30,10,0.5,0.5
Firth,0.6298012944066516,0.20095784192369165,0.32535361625944764,0.12699269729506743,0.23920487413098454,100.0,100,Dominado,49,0.5666666666666667,6,30,10,0.5,0.5
Elastic Net,0.6810950869236582,0.17795923594393817,0.2591775477327112,0.08666710196017179,0.16995850635520318,100.0,100,Dominado,49,0.5666666666666667,6,30,10,0.5,0.5
CART,0.4604845852229781,0.16466770879020776,0.4441014984810823,0.13415048635079502,0.3411338883520961,100.0,100,Dominado,49,0.5666666666666667,6,30,10,0.5,0.5
Logit,0.5934972848788638,0.20275148302980275,0.3660372750943503,0.145188907515111,0.2753632011856352,19.0,19,No dominado,50,0.6,6,30,10,0.5,0.5
Firth,0.4914439153439154,0.17891486302356727,0.41745122084067693,0.1294374523613539,0.2679958558026562,100.0,100,Dominado,50,0.6,6,30,10,0.5,0.5
Elastic Net,0.5029806216931217,0.17138785267691886,0.34545787970420233,0.08422595339059352,0.19862001994702358,100.0,100,No dominado,50,0.6,6,30,10,0.5,0.5
CART,0.46418263888888894,0.1586933823831883,0.4353115985165856,0.11240308080697729,0.3379224920404899,100.0,100,No dominado,50,0.6,6,30,10,0.5,0.5
Logit,,,,,,0.0,0,No evaluable,1,0.1,7,30,10,0.2,0.0
Firth,0.566298218524246,0.26088455435744445,0.20776622295337088,0.11172567604436427,0.1861600757988735,100.0,73,Dominado,1,0.1,7,30,10,0.2,0.0
Elastic Net,0.665685988288728,0.24279251542659416,0.12056862697035949,0.04680713442278215,0.08172731636377813,100.0,73,No dominado,1,0.1,7,30,10,0.2,0.0
CART,0.5117936667594201,0.1936832801741946,0.15630842557726413,0.06390961410456794,0.16603105032087473,100.0,73,No dominado,1,0.1,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,2,0.3,7,30,10,0.2,0.0
Firth,0.8513606000481001,0.1416364072609444,0.1630327772975539,0.0875315186524886,0.14687043984958842,100.0,100,No dominado,2,0.3,7,30,10,0.2,0.0
Elastic Net,0.7410078162578162,0.17748911290994485,0.20540151097413425,0.08343305668335599,0.15287218945571734,100.0,100,No dominado,2,0.3,7,30,10,0.2,0.0
CART,0.49866798941798945,0.19519813225225227,0.3672389890056613,0.12851083867625765,0.3082605333914509,100.0,100,Dominado,2,0.3,7,30,10,0.2,0.0
Logit,0.7695238095238095,0.18783016618155451,0.26707755775236336,0.1407737069840476,0.19536825048116774,5.0,5,No dominado,3,0.26666666666666666,7,30,10,0.2,0.0
Firth,0.5905454365079364,0.18730259011242947,0.3282504801772802,0.10837321254265488,0.238663963700901,100.0,100,Dominado,3,0.26666666666666666,7,30,10,0.2,0.0
Elastic Net,0.6212973905723905,0.1802686417021119,0.23915280464717692,0.07328005267971589,0.15938347374990974,100.0,100,No dominado,3,0.26666666666666666,7,30,10,0.2,0.0
CART,0.47959935064935055,0.1892491646015478,0.34293938655496065,0.11935631017348913,0.2939437853982954,100.0,100,Dominado,3,0.26666666666666666,7,30,10,0.2,0.0
Logit,0.6397959183673471,0.2542625727516544,0.3253351027286639,0.26671744907883993,0.2457532314944971,7.368421052631578,7,No dominado,4,0.23333333333333334,7,30,10,0.2,0.0
Firth,0.5418236247183615,0.2154041818971146,0.33110353563880457,0.1183359219991779,0.23763618672232767,100.0,95,Dominado,4,0.23333333333333334,7,30,10,0.2,0.0
Elastic Net,0.5826060226323384,0.21317385888132684,0.2467409980830694,0.08465823439944076,0.1608607241132125,100.0,95,No dominado,4,0.23333333333333334,7,30,10,0.2,0.0
CART,0.48905882129566336,0.18035993681560702,0.3207447615615379,0.10197733552288359,0.26546241992263875,100.0,95,No dominado,4,0.23333333333333334,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,5,0.16666666666666666,7,30,10,0.2,0.0
Firth,0.47302544830017357,0.20476418235447405,0.3152842656990649,0.11485434679630874,0.22476831374296394,100.0,91,No dominado,5,0.16666666666666666,7,30,10,0.2,0.0
Elastic Net,0.39814936284716507,0.19530599377151836,0.2264715184669506,0.07053265197228663,0.1462637445565185,100.0,91,No dominado,5,0.16666666666666666,7,30,10,0.2,0.0
CART,0.43052512200863857,0.1821252205291469,0.26156018526869174,0.10461783720264288,0.24532751567712685,100.0,91,No dominado,5,0.16666666666666666,7,30,10,0.2,0.0
Logit,0.574047619047619,0.2400820397186563,0.33783030175542494,0.1774918257475532,0.2542688990593764,10.204081632653061,10,No dominado,6,0.26666666666666666,7,30,10,0.2,0.0
Firth,0.49870773453681627,0.21466822651952444,0.35469037732924413,0.1205451323588533,0.2504147385839947,100.0,98,Dominado,6,0.26666666666666666,7,30,10,0.2,0.0
Elastic Net,0.5194744272167741,0.1732794710263561,0.286765494957116,0.07412750712546193,0.17674388485345596,100.0,98,No dominado,6,0.26666666666666666,7,30,10,0.2,0.0
CART,0.4344428094109216,0.16761185061930473,0.375166275640137,0.10760978741788778,0.30209401743042447,100.0,98,No dominado,6,0.26666666666666666,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,7,0.26666666666666666,7,30,10,0.2,0.0
Firth,0.6228399297342597,0.18440347922326275,0.3028187549593102,0.1011143670570299,0.22889826812292333,100.0,97,Dominado,7,0.26666666666666666,7,30,10,0.2,0.0
Elastic Net,0.697330137407457,0.1413983853215303,0.22863322910851716,0.06201535671695313,0.13903197038980517,100.0,97,No dominado,7,0.26666666666666666,7,30,10,0.2,0.0
CART,0.6175674888303754,0.19339622398415401,0.275880440222426,0.11234233767665752,0.23437186026268317,100.0,97,Dominado,7,0.26666666666666666,7,30,10,0.2,0.0
Logit,0.6821488696488697,0.17857429562303895,0.2800334792630622,0.07743189796852405,0.184563583699033,11.11111111111111,11,No dominado,8,0.23333333333333334,7,30,10,0.2,0.0
Firth,0.5205913185206115,0.21427372646254125,0.3372604397166106,0.11722040502579849,0.2391320242354115,100.0,99,Dominado,8,0.23333333333333334,7,30,10,0.2,0.0
Elastic Net,0.4995941960209637,0.20337455427577056,0.2631698641064895,0.07120237056295639,0.16067469630956877,100.0,99,No dominado,8,0.23333333333333334,7,30,10,0.2,0.0
CART,0.501834130142211,0.1887631900776776,0.2933181622512019,0.11468392198045109,0.26518388627466205,100.0,99,Dominado,8,0.23333333333333334,7,30,10,0.2,0.0
Logit,0.6053571428571428,0.2667780160931836,0.29526851675327886,0.1717386584650191,0.23979245998364407,18.0,18,Dominado,9,0.36666666666666664,7,30,10,0.2,0.0
Firth,0.5769662079983509,0.20383282363301342,0.32471867552149497,0.12425364248634217,0.23943849460097752,100.0,100,Dominado,9,0.36666666666666664,7,30,10,0.2,0.0
Elastic Net,0.6701341063698208,0.1824974398936142,0.26419680846930066,0.0810547966208748,0.18024043004080195,100.0,100,No dominado,9,0.36666666666666664,7,30,10,0.2,0.0
CART,0.589987691541263,0.17703673983911478,0.3558774263384331,0.1257120094395722,0.2952753737809797,100.0,100,No dominado,9,0.36666666666666664,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,10,0.23333333333333334,7,30,10,0.2,0.0
Firth,0.6669594818446859,0.19498970913789757,0.2566581534349977,0.09647210447499062,0.20010591539342895,100.0,98,Dominado,10,0.23333333333333334,7,30,10,0.2,0.0
Elastic Net,0.7022475360995769,0.1796854134839228,0.21007049532295125,0.0734571328861476,0.14027689805209936,100.0,98,No dominado,10,0.23333333333333334,7,30,10,0.2,0.0
CART,0.5844951734301224,0.17884881802674135,0.27491648731081086,0.10589030490420936,0.25476137516188724,100.0,98,No dominado,10,0.23333333333333334,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,11,0.16666666666666666,7,30,10,0.2,0.0
Firth,0.5084167917959127,0.2647032703450594,0.22509808692363467,0.09721879988604004,0.18897707379895948,100.0,91,Dominado,11,0.16666666666666666,7,30,10,0.2,0.0
Elastic Net,0.6052952135369718,0.2262516987346944,0.1778528593526519,0.06799328283762478,0.11389732306799333,100.0,91,No dominado,11,0.16666666666666666,7,30,10,0.2,0.0
CART,0.5233772180200752,0.18049206980032437,0.2279947568148609,0.09951667908622636,0.23249273966287218,100.0,91,No dominado,11,0.16666666666666666,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,12,0.16666666666666666,7,30,10,0.2,0.0
Firth,0.7597886619553286,0.2102690311967866,0.17060277787850808,0.08330932722315097,0.15783571175230895,100.0,75,Dominado,12,0.16666666666666666,7,30,10,0.2,0.0
Elastic Net,0.8302529476696143,0.12731085341391254,0.12665753844302718,0.05307761615343077,0.08914627093969084,100.0,75,No dominado,12,0.16666666666666666,7,30,10,0.2,0.0
CART,0.7365899470899471,0.22084577404658207,0.12316167872104385,0.0960661997285551,0.1571044035991574,100.0,75,No dominado,12,0.16666666666666666,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,13,0.2,7,30,10,0.2,0.0
Firth,0.5980541600106818,0.24899898170229454,0.2448708270976148,0.08690977577406939,0.2008824774715431,100.0,92,Dominado,13,0.2,7,30,10,0.2,0.0
Elastic Net,0.7025302947857296,0.20390738376448136,0.17379002283006356,0.07129644813641928,0.12502786473268362,100.0,92,No dominado,13,0.2,7,30,10,0.2,0.0
CART,0.5786555558974037,0.24261656329581638,0.2440511148355405,0.10781219681970486,0.23526724329981563,100.0,92,Dominado,13,0.2,7,30,10,0.2,0.0
Logit,,,,,,1.0869565217391304,1,No evaluable,14,0.23333333333333334,7,30,10,0.2,0.0
Firth,0.5191277824429998,0.19726894456692257,0.333441122360162,0.10859349001864162,0.23928786814326028,100.0,92,No dominado,14,0.23333333333333334,7,30,10,0.2,0.0
Elastic Net,0.5685322045104653,0.20022130237262442,0.2550868245176857,0.08849875755152839,0.1577951000221918,100.0,92,No dominado,14,0.23333333333333334,7,30,10,0.2,0.0
CART,0.5428740015017189,0.1864105735150427,0.2807493547422989,0.1029178291859457,0.24023833129097824,100.0,92,No dominado,14,0.23333333333333334,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,15,0.13333333333333333,7,30,10,0.2,0.0
Firth,0.4301430336924164,0.26420133008973246,0.2307229121921013,0.08596906597014678,0.18522748962803962,100.0,81,No dominado,15,0.13333333333333333,7,30,10,0.2,0.0
Elastic Net,0.3793184124974249,0.20195044283034397,0.1766245924038901,0.057031241447864124,0.10742736445496841,100.0,81,No dominado,15,0.13333333333333333,7,30,10,0.2,0.0
CART,0.46046936602492156,0.14181543969899377,0.21434083791832734,0.08116962450411543,0.19903876267577528,100.0,81,No dominado,15,0.13333333333333333,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,16,0.23333333333333334,7,30,10,0.2,0.0
Firth,0.565974544359961,0.24704623111109733,0.2939786241146461,0.12191599655656969,0.22694995206415206,100.0,96,No dominado,16,0.23333333333333334,7,30,10,0.2,0.0
Elastic Net,0.5453596581851791,0.24759152976033957,0.2298448940525831,0.09353869828862182,0.16038839160096816,100.0,96,No dominado,16,0.23333333333333334,7,30,10,0.2,0.0
CART,0.4748735205766456,0.18503718079370515,0.31733846590475895,0.10621747879843078,0.2755349108418643,100.0,96,No dominado,16,0.23333333333333334,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,17,0.26666666666666666,7,30,10,0.2,0.0
Firth,0.6157480098605099,0.21664156612779487,0.2985120549787751,0.11194711408699037,0.22410156362720549,100.0,100,No dominado,17,0.26666666666666666,7,30,10,0.2,0.0
Elastic Net,0.5696990379990381,0.1873596074693055,0.2645697605707252,0.07430299332621253,0.15953012859647211,100.0,100,No dominado,17,0.26666666666666666,7,30,10,0.2,0.0
CART,0.4575717261904762,0.18373415662987896,0.35515638262711313,0.10718594780054945,0.28623551541143916,100.0,100,No dominado,17,0.26666666666666666,7,30,10,0.2,0.0
Logit,,,,,,1.1363636363636365,1,No evaluable,18,0.13333333333333333,7,30,10,0.2,0.0
Firth,0.4080437607426244,0.23841434317772794,0.2584056193330293,0.09882155420092369,0.19652959944956427,100.0,88,Dominado,18,0.13333333333333333,7,30,10,0.2,0.0
Elastic Net,0.43960877085877087,0.20974535693506297,0.1695036399215068,0.05954435143254075,0.0999533733961852,100.0,88,No dominado,18,0.13333333333333333,7,30,10,0.2,0.0
CART,0.42644621792349063,0.16363501745462314,0.21160345403103892,0.06906108902589929,0.20196577255922937,100.0,88,No dominado,18,0.13333333333333333,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,19,0.2,7,30,10,0.2,0.0
Firth,0.7537735793917112,0.17795799710035354,0.17048586221075987,0.07086286950643017,0.15521974286682252,100.0,91,No dominado,19,0.2,7,30,10,0.2,0.0
Elastic Net,0.8364846869654561,0.146209421610363,0.12529065537638998,0.07465652927645561,0.0885059290102153,100.0,91,No dominado,19,0.2,7,30,10,0.2,0.0
CART,0.6204782676623336,0.18340536992663484,0.24489484530701547,0.09459117268733185,0.23866200597388124,100.0,91,Dominado,19,0.2,7,30,10,0.2,0.0
Logit,0.48560405643738974,0.3360110094912329,0.2989736978109226,0.18176902329873523,0.22972391140621576,19.565217391304348,18,Dominado,20,0.16666666666666666,7,30,10,0.2,0.0
Firth,0.3812941160087899,0.26095984915058706,0.2578691905355082,0.08641946459184806,0.20145106554420744,100.0,92,No dominado,20,0.16666666666666666,7,30,10,0.2,0.0
Elastic Net,0.3819012835996532,0.26456540391581157,0.1754771360677003,0.060014374485432655,0.12073191943809483,100.0,92,No dominado,20,0.16666666666666666,7,30,10,0.2,0.0
CART,0.5417987281438368,0.21680485447226347,0.19945203262114705,0.08825138786303918,0.2048609827297939,100.0,92,No dominado,20,0.16666666666666666,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,21,0.06666666666666667,7,30,10,0.2,0.0
Firth,0.3078889195910472,0.27186596622942594,0.17364645664032652,0.04836417045418825,0.14747877311961163,100.0,47,Dominado,21,0.06666666666666667,7,30,10,0.2,0.0
Elastic Net,0.22778161554757306,0.20372942866862453,0.09894474783966638,0.014803506845706828,0.048040506399818265,100.0,47,No dominado,21,0.06666666666666667,7,30,10,0.2,0.0
CART,0.3985458690245924,0.1447151494667126,0.10874849972722313,0.030002838287602824,0.11917340577911797,100.0,47,No dominado,21,0.06666666666666667,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,22,0.13333333333333333,7,30,10,0.2,0.0
Firth,0.36452089577089575,0.24172490864282878,0.2671476145431579,0.09879272836862071,0.20563885431817816,100.0,78,Dominado,22,0.13333333333333333,7,30,10,0.2,0.0
Elastic Net,0.3193585735252402,0.183403019800373,0.17890399503756654,0.05727499015020939,0.11187854298878822,100.0,78,No dominado,22,0.13333333333333333,7,30,10,0.2,0.0
CART,0.47765960890960896,0.193105521184414,0.20715269104035258,0.07989272945005617,0.20095986825376222,100.0,78,No dominado,22,0.13333333333333333,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,23,0.3,7,30,10,0.2,0.0
Firth,0.6773576118326118,0.19705511407969578,0.258871279965544,0.09876235075927087,0.20982775296564465,100.0,100,Dominado,23,0.3,7,30,10,0.2,0.0
Elastic Net,0.7289009259259259,0.17460811314630598,0.2195123619706439,0.07460593738310298,0.1523335340491256,100.0,100,No dominado,23,0.3,7,30,10,0.2,0.0
CART,0.6498383179320679,0.1874211944258241,0.2692780753166543,0.11027401092216614,0.25042071120106596,100.0,100,Dominado,23,0.3,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,24,0.13333333333333333,7,30,10,0.2,0.0
Firth,0.5172052869969537,0.24972315020652536,0.24227934258403727,0.0930651694580531,0.1972006682019807,100.0,84,No dominado,24,0.13333333333333333,7,30,10,0.2,0.0
Elastic Net,0.3598438378200283,0.22738128180686482,0.1722352790258862,0.048606217068297666,0.1064461404100581,100.0,84,No dominado,24,0.13333333333333333,7,30,10,0.2,0.0
CART,0.41781149571328136,0.16240907820988804,0.20261271128653102,0.06151748089189242,0.18696280275322846,100.0,84,No dominado,24,0.13333333333333333,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,25,0.16666666666666666,7,30,10,0.2,0.0
Firth,0.5025722801821703,0.23013741493958592,0.2654662433956211,0.09615016829603572,0.20735499391082915,100.0,91,Dominado,25,0.16666666666666666,7,30,10,0.2,0.0
Elastic Net,0.5141973766973766,0.2128788161913508,0.19893510593430072,0.06357587146319707,0.12477552603027474,100.0,91,No dominado,25,0.16666666666666666,7,30,10,0.2,0.0
CART,0.5202577540489629,0.19865343432685675,0.23268328450708656,0.09653702922978459,0.21624022882543803,100.0,91,No dominado,25,0.16666666666666666,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,26,0.06666666666666667,7,30,10,0.2,0.0
Firth,0.38469184479822777,0.25905742096163487,0.15814761116210946,0.055135365503661174,0.13409046110976247,100.0,47,Dominado,26,0.06666666666666667,7,30,10,0.2,0.0
Elastic Net,0.39172441034143163,0.20952127221775968,0.09607092131132661,0.01554042253030962,0.03622930705141705,100.0,47,No dominado,26,0.06666666666666667,7,30,10,0.2,0.0
CART,0.48760376739100153,0.20807802724255575,0.10518485769549603,0.030358750058131028,0.09845193016968695,100.0,47,No dominado,26,0.06666666666666667,7,30,10,0.2,0.0
Logit,0.649062049062049,0.17894944756776857,0.3617717535203058,0.09437444954264633,0.218810340078246,11.0,11,No dominado,27,0.4,7,30,10,0.2,0.0
Firth,0.5445998015873017,0.19255786798666666,0.3916950166136419,0.11538236349904145,0.2605096633348483,100.0,100,Dominado,27,0.4,7,30,10,0.2,0.0
Elastic Net,0.5422298941798941,0.17355111077966967,0.33973419864463017,0.07504310789335635,0.20572549427447898,100.0,100,No dominado,27,0.4,7,30,10,0.2,0.0
CART,0.5153999338624338,0.1495617306772891,0.41758395250313013,0.11127396081083196,0.3179881717441116,100.0,100,No dominado,27,0.4,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,28,0.3,7,30,10,0.2,0.0
Firth,0.6869645382395382,0.1916277616141053,0.28329190171051155,0.11191774108420904,0.2170762140591455,100.0,100,Dominado,28,0.3,7,30,10,0.2,0.0
Elastic Net,0.7422809042809045,0.14759159334141603,0.24368218725181925,0.08591957920596006,0.15195668329431072,100.0,100,No dominado,28,0.3,7,30,10,0.2,0.0
CART,0.5925256914381916,0.17975569396626281,0.31080946451810065,0.10917235438454412,0.2678143688383578,100.0,100,Dominado,28,0.3,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,29,0.23333333333333334,7,30,10,0.2,0.0
Firth,0.637719671201814,0.2205149212923247,0.28256181248564494,0.10692788641605429,0.22019974828395136,100.0,98,Dominado,29,0.23333333333333334,7,30,10,0.2,0.0
Elastic Net,0.6876133173327051,0.2029948957294773,0.20529672948913008,0.0806798922115433,0.1414586896689248,100.0,98,No dominado,29,0.23333333333333334,7,30,10,0.2,0.0
CART,0.5604360692689775,0.19760723409121664,0.28757856847682506,0.1173568822097826,0.26644910141005407,100.0,98,No dominado,29,0.23333333333333334,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,30,0.06666666666666667,7,30,10,0.2,0.0
Firth,0.7283906003293757,0.2415338882317645,0.11043874444837277,0.048546141147305794,0.1259876990884968,100.0,49,Dominado,30,0.06666666666666667,7,30,10,0.2,0.0
Elastic Net,0.8087293658722231,0.19028858951879335,0.08314844922113897,0.018551805647196135,0.04064383426466377,100.0,49,No dominado,30,0.06666666666666667,7,30,10,0.2,0.0
CART,0.41980530807061417,0.09060636411200645,0.1139727630645998,0.03236613298434155,0.12229200610541108,100.0,49,No dominado,30,0.06666666666666667,7,30,10,0.2,0.0
Logit,,,,,,0.0,0,No evaluable,31,0.2,7,30,10,0.2,0.0
Firth,0.5990936039905113,0.22502138148011053,0.258369502763873,0.09648685204637726,0.2028802984423219,100.0,97,No dominado,31,0.2,7,30,10,0.2,0.0
Elastic Net,0.5778727453340855,0.2118177943779079,0.22248424570682732,0.06325368015106295,0.14500321363952084,100.0,97,No dominado,31,0.2,7,30,10,0.2,0.0
CART,0.46272397896109235,0.16381777523063948,0.28513058643239436,0.08775790386212823,0.2536546894601935,100.0,97,No dominado,31,0.2,7,30,10,0.2,0.0
